창고별 시즌재고조회_ajl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
브랜드,품목소분류,품명,품번,카테고리2,규격,품번(규격),상품번호(샵바이),성별,시즌,최초입고일,입고일,소비자가,품목내부코드,WMS 현재고,소진율,가용재고,POS연동바코드,대기,대기(부산),대기(신사),매장 (부산),매장 (신사동),물류센터,반품,불량창고(물류센터),오픈임시분류,포이즌,B2B 창고
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 미드라이즈 브리프 라인드 3인치 러닝 쇼츠,FN2329-696,의류,XS,FN2329-696(XS),124467430,여성,SP25,2025-01-22,2025-01-22,"95,000.00",14794,1,0.0,1,197859685974,0,0,0,0,0,1,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN2505-010,의류,L,FN2505-010(L),123229740,여성,FA24,2024-07-08,2024-07-08,"95,000.00",2116,0,0.0,1,196975094547,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN2505-010,의류,S,FN2505-010(S),123229740,여성,SP25,2025-01-15,2025-01-15,"95,000.00",2114,0,0.0,6,196975035120,0,0,0,5,1,0,0,1,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN2505-010,의류,XS,FN2505-010(XS),123229740,여성,SP25,2025-01-15,2025-01-15,"95,000.00",2113,32,0.0,40,196975052141,0,0,0,8,0,32,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN2505-085,의류,M,FN2505-085(M),123231279,여성,FA24,2024-07-08,2024-07-08,"85,000.00",2131,0,0.0,1,197594714823,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 크롭 탱크탑,FN2714-010,의류,L,FN2714-010(L),123229737,여성,HO25,2025-09-29,2025-09-26,"95,000.00",2100,0,0.0,1,197593050700,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 원 하프라이즈 7/8 타이즈,FN3233-010,의류,L,FN3233-010(L),123229743,여성,FA24,2024-08-29,2024-08-29,"55,000.00",2308,0,0.0,3,197593071774,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 원 하프라이즈 7/8 타이즈,FN3233-010,의류,M,FN3233-010(M),123229743,여성,FA24,2024-08-29,2024-08-29,"55,000.00",2307,0,0.0,4,197593018021,0,0,0,0,4,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 원 하프라이즈 7/8 타이즈,FN3233-010,의류,S,FN3233-010(S),123229743,여성,FA24,2024-08-29,2024-08-29,"55,000.00",2306,0,0.0,2,197593030474,0,0,0,0,2,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 원 하프라이즈 7/8 타이즈,FN3233-010,의류,XS,FN3233-010(XS),123229743,여성,FA24,2024-08-29,2024-08-29,"55,000.00",2305,0,0.0,6,197593111098,0,0,0,0,6,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 미드라이즈 5인치 러닝 쇼츠,FN3272-010,의류,L,FN3272-010(L),131383149,여성,FA25,2025-08-06,2025-08-06,"99,000.00",20631,0,0.0,1,197593069689,0,0,0,1,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 미드라이즈 5인치 러닝 쇼츠,FN3272-010,의류,S,FN3272-010(S),131383149,여성,FA25,2025-08-06,2025-08-06,"99,000.00",20629,0,0.0,3,197593019967,0,0,0,3,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 미드라이즈 5인치 러닝 쇼츠,FN3272-016,의류,L,FN3272-016(L),130885536,여성,SU25,2025-06-13,2025-06-13,"99,000.00",19836,0,0.0,1,198482953461,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 2인치 브리프 라인드 러닝 쇼츠,FN3350-010,의류,L,FN3350-010(L),132602749,남성,SU26,2026-06-09,2026-06-09,"105,000.00",25899,8,0.0,8,196976004712 ,0,0,0,0,0,8,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 2인치 브리프 라인드 러닝 쇼츠,FN3350-010,의류,M,FN3350-010(M),132602749,남성,SU26,2026-06-09,2026-06-09,"105,000.00",25898,5,0.0,5,196976011000 ,0,0,0,0,0,5,0,1,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 2인치 브리프 라인드 러닝 쇼츠,FN3350-010,의류,XL,FN3350-010(XL),132602749,남성,SU26,2026-06-09,2026-06-09,"105,000.00",25900,6,0.0,6,196976001537 ,0,0,0,0,0,6,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 2인치 브리프 라인드 러닝 쇼츠,FN3350-010,의류,XXL,FN3350-010(XXL),132602749,남성,SU26,2026-06-09,2026-06-09,"105,000.00",25901,2,0.0,2,196976000677 ,0,0,0,0,0,2,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 2인치 브리프라인드 쇼츠,FN3350-085,의류,S,FN3350-085(S),123229724,남성,SU24,2024-06-12,2024-06-12,"105,000.00",1914,0,0.0,1,197596567984,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 2인치 브리프라인드 쇼츠,FN3350-085,의류,S,FN3350-085(S),123229724,남성,FA24,2024-08-12,2024-08-12,"105,000.00",1914,0,0.0,1,197596567984,0,0,0,0,0,0,0,1,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 2인치 브리프라인드 쇼츠,FN3350-085,의류,XXL,FN3350-085(XXL),123229724,남성,FA24,2024-08-12,2024-08-12,"105,000.00",1918,1,0.0,1,197596778397,0,0,0,0,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,L,FN3353-010(L),123231408,남성,SU26,2026-06-11,2026-06-11,"115,000.00",1940,73,0.0,73,196976009793,0,0,0,0,0,0,0,0,0,0,28
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,L,FN3353-010(L),123231408,남성,FA26,2026-08-28,2026-08-28,"115,000.00",1940,73,0.0,73,196976009793,0,0,0,0,0,45,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,M,FN3353-010(M),123231408,남성,SU26,2026-06-11,2026-06-11,"115,000.00",1939,55,0.0,55,196976001124,0,0,0,0,0,0,0,0,0,0,24
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,M,FN3353-010(M),123231408,남성,FA26,2026-08-28,2026-08-28,"115,000.00",1939,55,0.0,55,196976001124,0,0,0,0,0,31,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,S,FN3353-010(S),123231408,남성,SU26,2026-06-11,2026-06-11,"115,000.00",1938,16,0.0,16,196976007645,0,0,0,0,0,0,0,0,0,0,8
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,S,FN3353-010(S),123231408,남성,FA26,2026-08-28,2026-08-28,"115,000.00",1938,16,0.0,16,196976007645,0,0,0,0,0,8,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,XL,FN3353-010(XL),123231408,남성,SU26,2026-06-11,2026-06-11,"115,000.00",1941,48,0.0,48,196976000455,0,0,0,0,0,0,0,0,0,0,18
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,XL,FN3353-010(XL),123231408,남성,FA26,2026-08-28,2026-08-28,"115,000.00",1941,48,0.0,48,196976000455,0,0,0,0,0,30,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,XXL,FN3353-010(XXL),123231408,남성,SU26,2026-06-11,2026-06-11,"115,000.00",1942,8,0.0,8,196976010102,0,0,0,0,0,0,0,0,0,0,2
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-010,의류,XXL,FN3353-010(XXL),123231408,남성,FA26,2026-08-28,2026-08-28,"115,000.00",1942,8,0.0,8,196976010102,0,0,0,0,0,6,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-085,의류,S,FN3353-085(S),123229727,남성,SU24,2024-06-12,2024-06-12,"105,000.00",1922,0,0.0,1,197596442106,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프라인드 쇼츠,FN3353-085,의류,XXL,FN3353-085(XXL),123229727,남성,SU24,2024-06-12,2024-06-12,"105,000.00",1926,2,0.0,2,197596773224,0,0,0,0,0,2,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프 라인드 쇼츠,FN3353-418,의류,L,FN3353-418(L),136418807,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39390,9,0.0,18,198960746011,0,0,0,5,4,9,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프 라인드 쇼츠,FN3353-418,의류,M,FN3353-418(M),136418807,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39389,6,0.0,12,198960764381,0,0,0,3,3,6,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프 라인드 쇼츠,FN3353-418,의류,S,FN3353-418(S),136418807,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39388,1,0.0,3,198960877869,0,0,0,1,1,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프 라인드 쇼츠,FN3353-418,의류,XL,FN3353-418(XL),136418807,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39391,6,0.0,13,198960696637,0,0,0,4,3,6,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 4인치 브리프 라인드 쇼츠,FN3353-418,의류,XXL,FN3353-418(XXL),136418807,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39392,1,0.0,2,198960485958,0,0,0,1,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 팬츠,FN3362-010,의류,L,FN3362-010(L),123539084,남성,SP25,2025-01-22,2025-03-11,"155,000.00",1884,0,0.0,1,196976010454,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 팬츠,FN3362-010,의류,M,FN3362-010(M),123539084,남성,HO24,2024-10-10,2024-10-10,"155,000.00",1883,0,0.0,5,196976008048,0,0,0,0,5,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 에어로스위프트 타이즈,FN3368-010,의류,M,FN3368-010(M),123766131,남성,SP25,2025-02-11,2025-02-11,"95,000.00",11539,0,0.0,1,196976004774,0,0,0,0,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,L,FN3370-011(L),123229735,남성,HO25,2025-11-11,2025-11-11,"95,000.00",1964,1,0.0,51,196976001285,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,L,FN3370-011(L),123229735,남성,SP26,2026-01-12,2026-01-12,"95,000.00",1964,1,0.0,51,196976001285,0,0,0,13,5,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,L,FN3370-011(L),123229735,남성,SU26,2026-04-03,2026-06-09,"95,000.00",1964,1,0.0,51,196976001285,0,0,0,6,5,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,L,FN3370-011(L),123229735,남성,FA26,2026-07-09,2026-07-09,"95,000.00",1964,1,0.0,51,196976001285,0,0,0,20,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,M,FN3370-011(M),123229735,남성,SP26,2026-01-12,2026-01-12,"95,000.00",1963,0,0.0,17,196976003159,0,0,0,1,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,M,FN3370-011(M),123229735,남성,SU26,2026-04-03,2026-06-09,"95,000.00",1963,0,0.0,17,196976003159,0,0,0,2,4,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,M,FN3370-011(M),123229735,남성,FA26,2026-07-09,2026-07-09,"95,000.00",1963,0,0.0,17,196976003159,0,0,0,10,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,S,FN3370-011(S),123229735,남성,SP26,2026-01-12,2026-01-12,"95,000.00",1962,1,0.0,8,196976003463,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,S,FN3370-011(S),123229735,남성,FA26,2026-06-30,2026-08-14,"95,000.00",1962,1,0.0,8,196976003463,0,0,0,4,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,XL,FN3370-011(XL),123229735,남성,HO25,2025-11-11,2025-12-12,"95,000.00",1965,1,0.0,22,196976004644,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,XL,FN3370-011(XL),123229735,남성,SU26,2026-04-03,2026-06-09,"95,000.00",1965,1,0.0,22,196976004644,0,0,0,3,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,XL,FN3370-011(XL),123229735,남성,FA26,2026-07-09,2026-07-09,"95,000.00",1965,1,0.0,22,196976004644,0,0,0,15,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,XXL,FN3370-011(XXL),123229735,남성,SU26,2026-04-03,2026-06-09,"95,000.00",1966,0,0.0,9,196976001896,0,0,0,2,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프라인드 하프타이즈,FN3370-011,의류,XXL,FN3370-011(XXL),123229735,남성,FA26,2026-07-09,2026-07-09,"95,000.00",1966,0,0.0,9,196976001896,0,0,0,6,0,0,0,0,0,0,1
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프 라인드 하프타이츠,FN3370-416,의류,L,FN3370-416(L),136418809,남성,FA26,2026-07-29,2026-07-29,"95,000.00",39378,0,0.0,26,198960844366,20,0,0,0,0,2,0,0,0,0,4
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프 라인드 하프타이츠,FN3370-416,의류,M,FN3370-416(M),136418809,남성,FA26,2026-07-29,2026-07-29,"95,000.00",39377,0,0.0,13,198960923245,13,0,0,0,0,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프 라인드 하프타이츠,FN3370-416,의류,XL,FN3370-416(XL),136418809,남성,FA26,2026-07-29,2026-07-29,"95,000.00",39379,23,0.0,37,198960436684,12,0,0,0,0,25,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 브리프 라인드 하프타이츠,FN3370-416,의류,XXL,FN3370-416(XXL),136418809,남성,FA26,2026-07-29,2026-07-29,"95,000.00",39380,18,0.0,21,198960713686,3,0,0,0,0,18,0,0,0,0,0
나이키,의류(나이키),드라이핏 페스트 하프 타이즈,FN3372-010,의류,XL,FN3372-010(XL),123229785,남성,HO25,2025-09-29,2025-09-26,"55,000.00",4006,0,0.0,1,196976004149,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 페스트 하프 타이즈,FN3372-010,의류,XXL,FN3372-010(XXL),123229785,남성,HO25,2025-09-29,2025-09-26,"55,000.00",4007,1,0.0,1,196976007669,0,0,0,0,0,1,0,0,0,0,0
나이키,의류(나이키),클럽 숏슬리브 탑,FN3903-010,의류,L,FN3903-010(L),123229810,남성,FA24,2024-07-30,2024-07-30,"85,000.00",5011,0,0.0,10,197593310316,0,0,0,0,10,0,0,0,0,0,0
나이키,의류(나이키),클럽 숏슬리브 탑,FN3903-010,의류,M,FN3903-010(M),123229810,남성,FA24,2024-07-30,2024-07-30,"85,000.00",5010,0,0.0,3,197593327826,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),클럽 숏슬리브 탑,FN3903-010,의류,XL,FN3903-010(XL),123229810,남성,FA24,2024-07-30,2024-07-30,"85,000.00",5012,0,0.0,5,197593371638,0,0,0,0,5,0,0,0,0,0,0
나이키,의류(나이키),클럽 숏슬리브 탑,FN3903-010,의류,XXL,FN3903-010(XXL),123229810,남성,FA24,2024-07-30,2024-07-30,"85,000.00",5013,0,0.0,2,197593318213,0,0,0,0,2,0,0,0,0,0,0
나이키,의류(나이키),트레일 에어리즈 자켓,FN4003-846,의류,L,FN4003-846(L),123229773,남성,FA24,2024-08-29,2024-08-29,"149,000.00",3837,0,0.0,1,197596717723,0,0,0,1,0,0,0,0,0,0,0
나이키,의류(나이키),트레일 에어리즈 자켓,FN4003-846,의류,M,FN4003-846(M),123229773,남성,FA24,2024-08-29,2024-08-29,"149,000.00",3836,2,0.0,4,197596621716,0,0,0,1,1,2,0,0,0,0,0
나이키,의류(나이키),트레일 에어리즈 자켓,FN4003-846,의류,XL,FN4003-846(XL),123229773,남성,FA24,2024-08-29,2024-08-29,"149,000.00",3838,3,0.0,6,197596882612,0,0,0,2,1,3,0,0,0,0,0
나이키,의류(나이키),트레일 에어리즈 자켓,FN4003-846,의류,XXL,FN4003-846(XXL),123229773,남성,FA24,2024-08-29,2024-08-29,"149,000.00",3839,7,0.0,8,197596317084,0,0,0,1,0,7,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,L,FN4232-010(L),123229776,남성,HO25,2025-10-30,2025-12-12,"115,000.00",3877,110,0.0,149,196976003586,0,0,0,0,2,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,L,FN4232-010(L),123229776,남성,SP26,2026-01-12,2026-01-12,"115,000.00",3877,110,0.0,149,196976003586,0,0,0,0,5,0,0,1,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,L,FN4232-010(L),123229776,남성,SU26,2026-04-09,2026-06-09,"115,000.00",3877,110,0.0,149,196976003586,0,0,0,32,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,L,FN4232-010(L),123229776,남성,FA26,2026-08-14,2026-08-14,"115,000.00",3877,110,0.0,149,196976003586,0,0,0,0,0,110,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,M,FN4232-010(M),123229776,남성,HO25,2025-10-30,2025-10-30,"115,000.00",3876,73,0.0,98,196975997756,0,0,0,0,4,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,M,FN4232-010(M),123229776,남성,SP26,2026-01-12,2026-01-12,"115,000.00",3876,73,0.0,98,196975997756,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,M,FN4232-010(M),123229776,남성,SU26,2026-04-09,2026-06-09,"115,000.00",3876,73,0.0,98,196975997756,0,0,0,18,0,1,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,M,FN4232-010(M),123229776,남성,FA26,2026-08-14,2026-08-14,"115,000.00",3876,73,0.0,98,196975997756,0,0,0,0,0,72,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,S,FN4232-010(S),123229776,남성,SU26,2026-04-09,2026-06-09,"115,000.00",3875,9,0.0,11,196976004798,0,0,0,2,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,S,FN4232-010(S),123229776,남성,FA26,2026-08-14,2026-08-14,"115,000.00",3875,9,0.0,11,196976004798,0,0,0,0,0,9,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,XL,FN4232-010(XL),123229776,남성,SP26,2026-01-12,2026-01-12,"115,000.00",3878,88,0.0,103,196976009953,0,0,0,0,4,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,XL,FN4232-010(XL),123229776,남성,SU26,2026-04-09,2026-06-09,"115,000.00",3878,88,0.0,103,196976009953,0,0,0,11,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,XL,FN4232-010(XL),123229776,남성,FA26,2026-08-14,2026-08-14,"115,000.00",3878,88,0.0,103,196976009953,0,0,0,0,0,88,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,XXL,FN4232-010(XXL),123229776,남성,SP25,2025-01-15,2025-01-15,"115,000.00",3879,12,0.0,13,196976002169,0,0,0,1,0,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-010,의류,XXL,FN4232-010(XXL),123229776,남성,FA26,2026-08-14,2026-08-14,"115,000.00",3879,12,0.0,13,196976002169,0,0,0,0,0,12,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-085,의류,M,FN4232-085(M),123229723,남성,FA24,2024-08-12,2024-08-12,"109,000.00",1859,0,0.0,1,197596687125,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-085,의류,XL,FN4232-085(XL),123229723,남성,FA24,2024-08-12,2024-08-12,"109,000.00",1861,0,0.0,2,197596175127,0,0,0,0,2,0,0,1,0,0,0
나이키,의류(나이키),에어로스위프트 드라이핏 ADV 싱글렛,FN4232-085,의류,XXL,FN4232-085(XXL),123229723,남성,SU24,2024-06-12,2024-06-12,"109,000.00",1862,0,0.0,1,197596173260,0,0,0,0,1,0,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-418,의류,L,FN4232-418(L),136418813,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39322,20,0.0,42,198960896419,0,0,0,13,9,20,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-418,의류,M,FN4232-418(M),136418813,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39321,12,0.0,26,198960882528,0,0,0,8,6,12,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-418,의류,S,FN4232-418(S),136418813,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39320,2,0.0,4,198960489178,0,0,0,1,1,2,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-418,의류,XL,FN4232-418(XL),136418813,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39323,14,0.0,31,198960748442,0,0,0,11,6,14,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-418,의류,XXL,FN4232-418(XXL),136418813,남성,FA26,2026-07-29,2026-07-29,"115,000.00",39324,2,0.0,5,198960438626,0,0,0,2,1,2,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-570,의류,L,FN4232-570(L),133843303,남성,SU26,2026-05-12,2026-06-09,"115,000.00",33807,4,0.0,4,198728730276,0,0,0,0,0,4,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-570,의류,M,FN4232-570(M),133843303,남성,SU26,2026-05-12,2026-06-09,"115,000.00",33806,2,0.0,2,198728722592,0,0,0,0,0,2,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-570,의류,S,FN4232-570(S),133843303,남성,SU26,2026-05-12,2026-06-09,"115,000.00",33805,1,0.0,1,198728714498,0,0,0,0,0,1,0,0,0,0,0
나이키,의류(나이키),드라이핏 ADV 에어로스위프트 싱글렛,FN4232-570,의류,XL,FN4232-570(XL),133843303,남성,SU26,2026-05-12,2026-06-09,"115,000.00",33808,3,0.0,3,198728729614,0,0,0,0,0,3,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 러닝 싱글렛,FN4232-845,의류,L,FN4232-845(L),132642926,남성,SP26,2026-01-27,2026-01-27,"115,000.00",28795,0,0.0,3,198488528106,0,0,0,0,3,0,0,0,0,0,0
나이키,의류(나이키),에어로스위프트 드라이 핏 ADV 러닝 싱글렛,FN4232-845,의류,M,FN4232-845(M),132642926,남성,SP26,2026-01-27,2026-01-27,"115,000.00",28794,0,0.0,1,198488522654,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,255,FN8454-003(255),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25385,0,0.0,1,198481561421 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,260,FN8454-003(260),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25386,0,0.0,1,198481381531 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,270,FN8454-003(270),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25388,0,0.0,1,198481416592 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,275,FN8454-003(275),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25389,0,0.0,1,198481251506 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,280,FN8454-003(280),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25390,0,0.0,1,198481567928 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8454-003,신발,290,FN8454-003(290),131779012,남성,HO25,2025-09-29,2025-09-26,"209,000.00",25392,0,0.0,1,198481343652 ,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8455-102,신발,230,FN8455-102(230),124028995,여성,SP25,2025-01-16,2025-01-16,"209,000.00",11235,0,0.0,1,197601203968,0,0,0,0,1,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8455-107,신발,235,FN8455-107(235),135510673,여성,FA26,2026-07-07,2026-07-07,"209,000.00",37938,2,0.0,2,198959729292,2,0,0,0,0,0,0,0,0,0,0
나이키,신발(나이키),줌 플라이 6,FN8455-107,신발,240,FN8455-107(240),135510673,여성,FA26,2026-07-07,2026-07-07,"209,000.00",37939,2,0.0,2,198959744431,2,0,0,0,0,0,0,0,0,0,0
